Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
JPC,Nuveen Preferred & Income Opportunities Fund,10.56,1091191717,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/jpc
JPS,Nuveen Preferred & Income Securities Fund,10.37,2113480985,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/jps
JPT,Nuveen Preferred and Income 2022 Term Fund,25.73,175569993,n/a,2017,n/a,n/a,http://www.nasdaq.com/symbol/jpt
JPI,Nuveen Preferred and Income Term Fund,25.49,580083780.9,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/jpi
NAD,Nuveen Quality Municipal Income Fund,14.12,2850577610,n/a,1999,n/a,n/a,http://www.nasdaq.com/symbol/nad
JRI,Nuveen Real Asset Income and Growth Fund,17.95,496004811,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/jri
JRS,Nuveen Real Estate Fund,11.22,324173524.6,n/a,2001,n/a,n/a,http://www.nasdaq.com/symbol/jrs
BXMX,Nuveen S&P 500 Buy-Write Income Fund,13.95,1444585959,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bxmx
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,15.83,255695325.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/spxx
NIM,Nuveen Select Maturities Municipal Fund,10.33,128560599.8,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/nim
NXP,Nuveen Select Tax Free Income Portfolio,15.02,248886056.2,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/nxp
NXQ,Nuveen Select Tax Free Income Portfolio II,14.26,252597747,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/nxq
NXR,Nuveen Select Tax Free Income Portfolio III,15.21,198422967.6,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/nxr
NSL,Nuveen Senior Income Fund,6.76,261083854.7,n/a,1999,n/a,n/a,http://www.nasdaq.com/symbol/nsl
JSD,Nuveen Short Duration Credit Opportunities Fund,17.36,175260449.3,n/a,2011,n/a,n/a,http://www.nasdaq.com/symbol/jsd
JTD,Nuveen Tax-Advantaged Dividend Growth Fund,16.89,244640502.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jtd
JTA,Nuveen Tax-Advantaged Total Return Strategy Fund,13.67,189235805.8,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/jta
NTX,Nuveen Texas Quality Municipal Income Fund,14.74,147801075.4,n/a,1991,n/a,n/a,http://www.nasdaq.com/symbol/ntx
NPV,Nuveen Virginia Quality Municipal Income Fund,13.18,236360195.5,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/npv
NIQ,Nuveenn Intermediate Duration Quality Municipal Term Fund,13.35,174846872.4,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/niq
JMT,Nuven Mortgage Opportunity Term Fund 2,24.63,119979552.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jmt
NVR,"NVR, Inc.",2939.91,11005905874,n/a,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/nvr
OAK,"Oaktree Capital Group, LLC",46.7,7295280429,n/a,2012,Finance,Investment Managers,http://www.nasdaq.com/symbol/oak
OMP,Oasis Midstream Partners LP,17.98,494450000,n/a,2017,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/omp
OAS,Oasis Petroleum Inc.,8.48,2013282940,n/a,2010,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/oas
OBE,Obsidian Energy Ltd.,1.04,524502069.5,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/obe
OXY,Occidental Petroleum Corporation,64.73,49490815663,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/oxy
OII,"Oceaneering International, Inc.",25.49,2504892690,n/a,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/oii
OZM,Och-Ziff Capital Management Group LLC,3.27,1715306128,n/a,2007,Finance,Investment Managers,http://www.nasdaq.com/symbol/ozm
OCIP,OCI Partners LP,7.45,648132045.5,n/a,2013,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ocip
OCN,Ocwen Financial Corporation,3.65,477635561.7,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ocn
OFG,OFG Bancorp,8.35,366961140.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ofg
OFG^A,OFG Bancorp,22.6471,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ofg^a
OFG^B,OFG Bancorp,22.11,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ofg^b
OFG^D,OFG Bancorp,22.45,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ofg^d
OGE,OGE Energy Corporation,36.82,7353111884,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/oge
OIBR.C,Oi S.A.,n/a,0,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/oibr.c
OIS,"Oil States International, Inc.",24.95,1274952535,n/a,2001,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/ois
ODC,Oil-Dri Corporation Of America,41.58,303391255.9,n/a,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/odc
ORI,Old Republic International Corporation,19.73,5202560511,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ori
OLN,Olin Corporation,35.54,5908814296,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/oln
OMAA,OM Asset Management plc,24.74,0,n/a,2016,Finance,Investment Managers,http://www.nasdaq.com/symbol/omaa
OMAM,OM Asset Management plc,15.4,1689693513,n/a,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/omam
OHI,"Omega Healthcare Investors, Inc.",31.69,6250569857,n/a,1992,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ohi
OME,Omega Protein Corporation,22.35,502071025.8,n/a,1998,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ome
OMC,Omnicom Group Inc.,75.14,17338870964,n/a,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/omc
OMN,OMNOVA Solutions Inc.,11.45,513729188.1,n/a,n/a,Basic Industries,Specialty Chemicals,http://www.nasdaq.com/symbol/omn
ASGN,"On Assignment, Inc.",55.27,2918528757,n/a,1992,Technology,Professional Services,http://www.nasdaq.com/symbol/asgn
ONDK,"On Deck Capital, Inc.",4.88,356891772.8,n/a,2014,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ondk
OGS,"ONE Gas, Inc.",74.75,3907116496,n/a,2014,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/ogs
OLP,"One Liberty Properties, Inc.",25.25,470407323.3,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/olp
OMF,"OneMain Holdings, Inc.",30.71,4155122270,n/a,2013,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/omf
OKE,"ONEOK, Inc.",56.47,21459066216,n/a,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/oke
OOMA,"Ooma, Inc.",10.35,191191368.6,n/a,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/ooma
OPY,"Oppenheimer Holdings, Inc.",17.85,236359704,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/opy
ORCL,Oracle Corporation,48.61,2.02873E+11,n/a,1986,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/orcl
ORAN,Orange,16.35,43470308127,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/oran
OA,"Orbital ATK, Inc.",133.5,7692438344,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/oa
ORC,"Orchid Island Capital, Inc.",10.39,470706700.2,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/orc
OEC,Orion Engineered Carbons S.A,23.75,1408855083,n/a,2014,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/oec
ORN,"Orion Group Holdings, Inc.",7.05,198834604.5,n/a,n/a,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/orn
IX,Orix Corp Ads,86.18,22083875008,n/a,n/a,Finance,Diversified Financial Services,http://www.nasdaq.com/symbol/ix
ORA,"Ormat Technologies, Inc.",62.65,3126879042,n/a,2004,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ora
OSK,Oshkosh Corporation,87.05,6513905102,n/a,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/osk
OR,Osisko Gold Royalties Ltd,13.26,2081816115,n/a,2016,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/or
OUT,OUTFRONT Media Inc.,24.64,3415700707,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/out
OSG,"Overseas Shipholding Group, Inc.",2.61,195839068.9,n/a,2015,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/osg
OMI,"Owens & Minor, Inc.",27.98,1713115036,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/omi
OC,Owens Corning Inc,79.25,8812064112,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/oc
OI,"Owens-Illinois, Inc.",25.56,4163109180,n/a,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/oi
OXM,"Oxford Industries, Inc.",63.63,1070690175,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/oxm
PAI,"Pacific American Income Shares, Inc.",16.44,155678760.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pai
ROYT,Pacific Coast Oil Trust,1.52,58646400.16,n/a,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/royt
PCG,Pacific Gas & Electric Co.,57.72,29600066100,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/pcg
PKG,Packaging Corporation of America,115.69,10915521333,n/a,2000,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/pkg
PANW,"Palo Alto Networks, Inc.",149.91,13768088787,n/a,2012,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/panw
PAM,Pampa Energia S.A.,67.74,4976165971,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/pam
P,"Pandora Media, Inc.",7.97,1933690279,n/a,2011,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/p
PHX,Panhandle Royalty Company,24.55,409273442.8,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/phx
PAR,PAR Technology Corporation,10.87,172912144.5,n/a,n/a,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/par
PGRE,"Paramount Group, Inc.",16.44,3925354469,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pgre
PKE,Park Electrochemical Corporation,18.87,381880606,n/a,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/pke
PK,Park Hotels & Resorts Inc.,28.68,6161628379,n/a,2016,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/pk
PKD,Parker Drilling Company,0.9783,135255039.7,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pkd
PH,Parker-Hannifin Corporation,180.4,24029290824,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/ph
PE,"Parsley Energy, Inc.",26.43,8309537819,n/a,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pe
PRE^F,PartnerRe Ltd.,25.55,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pre^f
PRE^G,PartnerRe Ltd.,27.2232,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pre^g
PRE^H,PartnerRe Ltd.,28.76,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pre^h
PRE^I,PartnerRe Ltd.,26.4124,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pre^i
PRTY,Party City Holdco Inc.,12.15,1452288394,n/a,2015,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/prty
PN,"Patriot National, Inc.",1.22,32765294.78,n/a,2015,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/pn
PAYC,"Paycom Software, Inc.",79.89,4759487494,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/payc
PBF,PBF Energy Inc.,27.32,2997434399,n/a,2012,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/pbf
PBFX,PBF Logistics LP,20.5,858802092.5,n/a,2014,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/pbfx
BTU,Peabody Energy Corporation,28.39,2845350871,n/a,2017,Energy,Coal Mining,http://www.nasdaq.com/symbol/btu
PSO,"Pearson, Plc",8.37,6881200588,n/a,n/a,Consumer Services,Books,http://www.nasdaq.com/symbol/pso
PEB,Pebblebrook Hotel Trust,37.19,2564374938,n/a,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/peb
PEB^C,Pebblebrook Hotel Trust,25.64,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/peb^c
PEB^D,Pebblebrook Hotel Trust,25.8363,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/peb^d
PBA,Pembina Pipeline Corp.,34.35,17259115421,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pba
PGH,Pengrowth Energy Corporation,1.04,574335948.2,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pgh
PEI,Pennsylvania Real Estate Investment Trust,10.58,738776092.6,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pei
PEI^B,Pennsylvania Real Estate Investment Trust,25.2,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pei^b
PEI^C,Pennsylvania Real Estate Investment Trust,25.52,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pei^c
PEI^D,Pennsylvania Real Estate Investment Trust,25.29,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pei^d
PFSI,"PennyMac Financial Services, Inc.",18.1,425541715.2,n/a,2013,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pfsi
PMT,PennyMac Mortgage Investment Trust,16.95,1132980290,n/a,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pmt
PMT^A,PennyMac Mortgage Investment Trust,25.3,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pmt^a
PMT^B,PennyMac Mortgage Investment Trust,25.16,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pmt^b
PAG,"Penske Automotive Group, Inc.",45.24,3891562760,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/pag
PNR,Pentair plc.,69.98,12699912387,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/pnr
PEN,"Penumbra, Inc.",92.1,3110402858,n/a,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/pen
PEP,"Pepsico, Inc.",112.62,1.60162E+11,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/pep
PFGC,Performance Food Group Company,27.85,2898281797,n/a,2015,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/pfgc
PKI,"PerkinElmer, Inc.",71.39,7868220294,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/pki
PBT,Permian Basin Royalty Trust,9.27,432063538.9,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pbt
PRGO,Perrigo Company,87.78,12518401305,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/prgo
PZE,Petrobras Argentina S.A.,13.32,2689623444,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pze
PTR,PetroChina Company Limited,64.23,1.17554E+11,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ptr
PBR,Petroleo Brasileiro S.A.- Petrobras,10.49,68418386398,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pbr
PBR.A,Petroleo Brasileiro S.A.- Petrobras,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pbr.a
PQ,Petroquest Energy Inc,1.88,39964633.92,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pq
PFE,"Pfizer, Inc.",36.34,2.16127E+11,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pfe
PGTI,"PGT Innovations, Inc.",14.5,719230856,n/a,2006,Capital Goods,Building Products,http://www.nasdaq.com/symbol/pgti
PMC,Pharmerica Corporation,29.2,908672668.4,n/a,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/pmc
PHH,PHH Corp,13.76,705982311,n/a,2002,Finance,Diversified Financial Services,http://www.nasdaq.com/symbol/phh
PM,Philip Morris International Inc,113.99,1.77048E+11,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/pm
PSX,Phillips 66,94.43,48301963144,n/a,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/psx
PSXP,Phillips 66 Partners LP,53.35,6231797815,n/a,2013,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/psxp
FENG,Phoenix New Media Limited,6.1,436355606.6,n/a,2011,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/feng
DOC,Physicians Realty Trust,18.08,3239802280,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/doc
PDM,"Piedmont Office Realty Trust, Inc.",20.34,2959263447,n/a,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/pdm
PIR,"Pier 1 Imports, Inc.",4.22,353592116.2,n/a,n/a,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/pir
PCQ,PIMCO California Municipal Income Fund,17.258,323045409,n/a,2001,n/a,n/a,http://www.nasdaq.com/symbol/pcq
PCK,Pimco California Municipal Income Fund II,10.11,323085411.5,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/pck
PZC,PIMCO California Municipal Income Fund III,10.869,241581295.8,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/pzc
PCM,"PIMCO Commercial Mortgage Securities Trust, Inc.",11.57,133817289.5,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/pcm
PTY,Pimco Corporate & Income Opportunity Fund,16.885,1315545353,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/pty
PCN,Pimco Corporate & Income Stategy Fund,17.28,676376732.2,n/a,2001,n/a,n/a,http://www.nasdaq.com/symbol/pcn
PCI,PIMCO Dynamic Credit and Mortgage Income Fund,23.26,3191769113,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/pci
PDI,PIMCO Dynamic Income Fund,31.03,1533561154,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/pdi
PGP,Pimco Global Stocksplus & Income Fund,16.67,178487107,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/pgp
PHK,Pimco High Income Fund,8.19,1050675010,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/phk
PKO,Pimco Income Opportunity Fund,26.56,400021806.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pko
PFL,PIMCO Income Strategy Fund,12.17,309083047.8,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/pfl
PFN,PIMCO Income Strategy Fund II,10.73,636567658.1,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/pfn
PMF,PIMCO Municipal Income Fund,13.59,348655554.2,n/a,2001,n/a,n/a,http://www.nasdaq.com/symbol/pmf
PML,Pimco Municipal Income Fund II,13.36,826025219.6,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/pml
PMX,PIMCO Municipal Income Fund III,11.875,389597505.6,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/pmx
PNF,PIMCO New York Municipal Income Fund,13.2731,102860313.2,n/a,2001,n/a,n/a,http://www.nasdaq.com/symbol/pnf
PNI,Pimco New York Municipal Income Fund II,12.46,138540123.4,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/pni
PYN,PIMCO New York Municipal Income Fund III,10.02,57127146.24,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/pyn
RCS,"PIMCO Strategic Income Fund, Inc.",9.62,409796396.4,n/a,1994,n/a,n/a,http://www.nasdaq.com/symbol/rcs
PF,"Pinnacle Foods, Inc.",56.93,6763174296,n/a,2013,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/pf
PNW,Pinnacle West Capital Corporation,87.38,9753751257,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/pnw
PES,Pioneer Energy Services Corp.,2.1,163209944.1,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pes
PHD,Pioneer Floating Rate Trust,12.14,300321432.4,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/phd
PHT,Pioneer High Income Trust,10.07,294363934,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pht
MAV,Pioneer Municipal High Income Advantage Trust,11.67,278901563.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mav
MHI,Pioneer Municipal High Income Trust,12.15,276671890.4,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/mhi
PXD,Pioneer Natural Resources Company,143.92,24480441555,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pxd
PJC,Piper Jaffray Companies,60.3,911384752.5,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/pjc
PBI,Pitney Bowes Inc.,13.88,2591145841,n/a,n/a,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/pbi
PBI^B,Pitney Bowes Inc.,25.51,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pbi^b
PJT,PJT Partners Inc.,36.83,682214943.7,n/a,2015,Finance,Investment Managers,http://www.nasdaq.com/symbol/pjt
PAA,"Plains All American Pipeline, L.P.",21.01,15225878402,n/a,1998,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/paa
PAGP,"Plains Group Holdings, L.P.",21.32,3272042185,n/a,2013,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/pagp
PLNT,"Planet Fitness, Inc.",26.21,2577821148,n/a,2015,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/plnt
PLT,"Plantronics, Inc.",45.01,1512657957,n/a,1994,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/plt
PAH,Platform Specialty Products Corporation,11.58,3320250383,n/a,2014,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/pah
PHI,PLDT Inc.,31.9,6890400000,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/phi
PGEM,"Ply Gem Holdings, Inc.",16.8,1150115870,n/a,2013,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/pgem
PNC,"PNC Financial Services Group, Inc. (The)",133.75,64093875528,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pnc
PNC.WS,"PNC Financial Services Group, Inc. (The)",n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pnc.ws
PNC^P,"PNC Financial Services Group, Inc. (The)",28.85,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pnc^p
PNC^Q,"PNC Financial Services Group, Inc. (The)",25.5,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pnc^q
PNM,"PNM Resources, Inc. (Holding Co.)",41.35,3293677352,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/pnm
PII,Polaris Industries Inc.,103.05,6446676096,n/a,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/pii
POL,PolyOne Corporation,41.48,3392712913,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/pol
POR,Portland General Electric Company,46.25,4119143400,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/por
PKX,POSCO,72.85,23311612147,n/a,1994,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/pkx
POST,"Post Holdings, Inc.",86.89,5748376343,n/a,2012,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/post
POT,Potash Corporation of Saskatchewan Inc.,19.32,16231968441,n/a,1989,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/pot
PPG,"PPG Industries, Inc.",113.5,29110455030,n/a,n/a,Basic Industries,Paints/Coatings,http://www.nasdaq.com/symbol/ppg
PPX,"PPL Capital Funding, Inc.",25.55,0,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ppx
PPL,PPL Corporation,37.56,25760739453,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ppl
PYS,PPlus Trust,21.5566,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pys
PYT,PPlus Trust,20.94,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pyt
PQG,PQ Group Holdings Inc.,17.39,2351471035,n/a,2017,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/pqg
PX,"Praxair, Inc.",142.21,40681320573,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/px
PDS,Precision Drilling Corporation,2.58,756556253.6,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pds
APTS,"Preferred Apartment Communities, Inc.",19.88,649454372.3,n/a,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/apts
PBH,"Prestige Brand Holdings, Inc.",48.2,2554608194,n/a,2005,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pbh
PVG,"Pretium Resources, Inc.",12.01,2178904690,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/pvg
PRI,"Primerica, Inc.",87.3,3918508515,n/a,2010,Finance,Life Insurance,http://www.nasdaq.com/symbol/pri
PFG,Principal Financial Group Inc,67.21,19421046900,n/a,2001,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/pfg
PGZ,Principal Real Estate Income Fund,17.99,124127402,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/pgz
PRA,ProAssurance Corporation,55.6,2969784984,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/pra
PG,Procter & Gamble Company (The),93.04,2.37253E+11,n/a,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/pg
PGR,Progressive Corporation (The),48.67,28321073000,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/pgr
PLD,"Prologis, Inc.",65.21,34682786230,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pld
PUMP,ProPetro Holding Corp.,14.66,1217364260,n/a,2017,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/pump
PRO,"PROS Holdings, Inc.",25.6,813796659.2,n/a,2007,Technology,EDP Services,http://www.nasdaq.com/symbol/pro
